Delay after each Step inside sweep (us): 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Number of ADC readings at each setpoint (for averages):  2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
forward and backward sweep: FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start Time: 2025-04-15_07h35m19s,17m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TimeStamp;dev1 Max Value;dev1 Min Value;dev1X Max Value;dev1X Min Value;dev1 Max Slope;dev1 Min Slope;dev2 Max Value;dev2 Min Value;dev2X Max Value;dev2X Min Value;dev2 Max Slope;dev2 Min Slope;dev3 Max Value;dev3 Min Value;dev3X Max Value;dev3X Min Value;dev3 Max Slope;dev3 Min Slope;dev4 Max Value;dev4 Min Value;dev4X Max Value;dev4X Min Value;dev4 Max Slope;dev4 Min Slope;dev5 Max Value;dev5 Min Value;dev5X Max Value;dev5X Min Value;dev5 Max Slope;dev5 Min Slope;dev6 Max Value;dev6 Min Value;dev6X Max Value;dev6X Min Value;dev6 Max Slope;dev6 Min Slope;dev7 Max Value;dev7 Min Value;dev7X Max Value;dev7X Min Value;dev7 Max Slope;dev7 Min Slope;dev8 Max Value;dev8 Min Value;dev8X Max Value;dev8X Min Value;dev8 Max Slope;dev8 Min Slope;dev9 Max Value;dev9 Min Value;dev9X Max Value;dev9X Min Value;dev9 Max Slope;dev9 Min Slope;dev10 Max Value;dev10 Min Value;dev10X Max Value;dev10X Min Value;dev10 Max Slope;dev10 Min Slope;dev11 Max Value;dev11 Min Value;dev11X Max Value;dev11X Min Value;dev11 Max Slope;dev11 Min Slope;dev12 Max Value;dev12 Min Value;dev12X Max Value;dev12X Min Value;dev12 Max Slope;dev12 Min Slope;dev13 Max Value;dev13 Min Value;dev13X Max Value;dev13X Min Value;dev13 Max Slope;dev13 Min Slope;dev14 Max Value;dev14 Min Value;dev14X Max Value;dev14X Min Value;dev14 Max Slope;dev14 Min Slope;dev15 Max Value;dev15 Min Value;dev15X Max Value;dev15X Min Value;dev15 Max Slope;dev15 Min Slope;dev16 Max Value;dev16 Min Value;dev16X Max Value;dev16X Min Value;dev16 Max Slope;dev16 Min Slope;dev17 Max Value;dev17 Min Value;dev17X Max Value;dev17X Min Value;dev17 Max Slope;dev17 Min Slope;Dev 18 Max Value;Dev 18 Min Value;Dev 18X Max Value;Dev 18X Min Value;Dev 18 Max Slope;Dev 18 Min Slope;Dev 19 Max Value;Dev 19 Min Value;Dev 19X Max Value;Dev 19X Min Value;Dev 19 Max Slope;Dev 19 Min Slope;Dev 20 Max Value;Dev 20 Min Value;Dev 20X Max Value;Dev 20X Min Value;Dev 20 Max Slope;Dev 20 Min Slope
07h35m25s,02m;6,35268E-07;1,44284E-07;-0,499987229;0,157300336;2,226E-09;-1,952E-09;6,25322E-07;2,23106E-07;-0,481951899;0,129245379;1,621E-09;-1,724E-09;1,02205E-06;2,34558E-07;-0,499987229;0,147280708;3,381E-09;-3,252E-09;2,85546E-06;8,85124E-07;-0,499987229;0,159304261;9,516E-09;-7,737E-09;2,84098E-06;8,84262E-07;-0,499987229;0,163312112;9,407E-09;-7,626E-09;1,25827E-06;3,46247E-07;-0,499987229;0,161308187;3,85E-09;-3,653E-09;1,25889E-06;3,39316E-07;-0,499987229;0,181347442;4,462E-09;-3,873E-09;2,83013E-06;9,61244E-07;-0,499987229;0,113213975;8,736E-09;-7,808E-09;1,87686E-06;4,05332E-07;-0,499987229;0,149284634;7,34E-09;-5,605E-09;8,58834E-07;2,69623E-07;-0,499987229;0,153292485;3,371E-09;-2,366E-09;2,3746E-08;7,28E-10;-0,499987229;-0,467924421;1,844E-09;-3,405E-09;1,24268E-06;3,53174E-07;-0,499987229;0,125237528;4,104E-09;-4,01E-09;1,3021E-08;1,0906E-08;0,499971597;-0,02706081;1,76E-10;-3,1E-11;2,01981E-06;7,92858E-07;-0,499987229;0,121229677;6,326E-09;-5,176E-09;5,51941E-07;1,15244E-07;-0,499987229;0,157300336;2,14E-09;-1,807E-09;1,2318E-08;1,0741E-08;0,47191664;0,327634004;2,11E-10;-2,09E-10;1,2456E-08;1,023E-08;0,465904863;0,499971597;1,55E-10;-3,18E-10;2,0313E-08;-8,02E-10;0,461897012;0,499971597;1,607E-09;-2,532E-09;1,2416E-08;9,575E-09;-0,499987229;-0,46391657;4,5E-11;-3,7E-10;1,3971E-08;1,0209E-08;-0,499987229;0,027045178;8,3E-11;-4,65E-10
07h35m32s,30m;6,3592E-07;1,44318E-07;-0,499987229;0,159304261;2,189E-09;-1,92E-09;6,27552E-07;2,2429E-07;-0,481951899;0,135257155;1,694E-09;-1,76E-09;1,03356E-06;2,34505E-07;-0,499987229;0,153292485;3,449E-09;-3,285E-09;2,85853E-06;8,85222E-07;-0,499987229;0,163312112;9,542E-09;-7,72E-09;2,84415E-06;8,84996E-07;-0,499987229;0,165316038;9,494E-09;-7,57E-09;1,26651E-06;3,46839E-07;-0,499987229;0,165316038;3,927E-09;-3,667E-09;1,26241E-06;3,38507E-07;-0,499987229;0,183351367;4,516E-09;-3,857E-09;2,84784E-06;9,59762E-07;-0,499987229;0,1152179;8,865E-09;-7,797E-09;1,87921E-06;4,04518E-07;-0,499987229;0,153292485;7,395E-09;-5,606E-09;8,66283E-07;2,69947E-07;-0,499987229;0,151288559;3,35E-09;-2,385E-09;2,2139E-08;4,57E-09;-0,499987229;-0,465920495;3,29E-10;-2,329E-09;1,24041E-06;3,53193E-07;-0,499987229;0,127241453;4,315E-09;-3,97E-09;1,2064E-08;1,0535E-08;0,323626153;-0,471932272;1,77E-10;-2,12E-10;2,03459E-06;7,93185E-07;-0,499987229;0,123233602;5,617E-09;-5,298E-09;5,49287E-07;1,1398E-07;-0,499987229;0,157300336;2,185E-09;-1,689E-09;1,2183E-08;1,0114E-08;-0,467924421;-0,499987229;3,25E-10;-7,8E-11;1,2611E-08;9,838E-09;0,467908789;0,499971597;2,2E-10;-4,1E-10;2,1246E-08;-9,52E-10;0,463900938;0,499971597;1,438E-09;-2,827E-09;1,29E-08;9,131E-09;-0,499987229;-0,465920495;1,05E-10;-5,28E-10;1,2289E-08;9,609E-09;0,421818502;-0,469928346;3,71E-10;-4,4E-10
07h35m39s,56m;6,3992E-07;1,44462E-07;-0,499987229;0,153292485;2,149E-09;-1,926E-09;6,33358E-07;2,23261E-07;-0,499987229;0,137261081;1,8E-09;-1,782E-09;1,02432E-06;2,33683E-07;-0,499987229;0,157300336;3,388E-09;-3,198E-09;2,8542E-06;8,83099E-07;-0,499987229;0,165316038;9,409E-09;-7,629E-09;2,84787E-06;8,82963E-07;-0,499987229;0,167319963;9,349E-09;-7,596E-09;1,26883E-06;3,46473E-07;-0,499987229;0,165316038;3,879E-09;-3,704E-09;1,26455E-06;3,39338E-07;-0,499987229;0,187359218;4,484E-09;-3,816E-09;2,85193E-06;9,57305E-07;-0,499987229;0,1152179;8,876E-09;-7,851E-09;1,87911E-06;4,04165E-07;-0,499987229;0,157300336;7,405E-09;-5,584E-09;8,62435E-07;2,69489E-07;-0,499987229;0,157300336;3,431E-09;-2,442E-09;2,7761E-08;-1,1142E-08;0,499971597;-0,499987229;2,96E-09;-2,02E-10;1,24994E-06;3,49855E-07;-0,499987229;0,125237528;4,526E-09;-4,088E-09;1,2771E-08;1,0626E-08;0,467908789;0,499971597;1,55E-10;-3,41E-10;2,04632E-06;7,91837E-07;-0,499987229;0,123233602;5,696E-09;-5,232E-09;5,48976E-07;1,14644E-07;-0,499987229;0,149284634;1,749E-09;-1,813E-09;1,3062E-08;1,0761E-08;-0,499987229;-0,077158948;4,2E-11;-2,54E-10;1,2522E-08;1,0479E-08;-0,499987229;0,499971597;2,6E-11;-1,7E-10;1,9341E-08;7,956E-09;-0,025056885;-0,467924421;2,28E-10;-9,85E-10;1,2072E-08;9,376E-09;0,323626153;-0,467924421;1,15E-10;-2,69E-10;1,3765E-08;1,0058E-08;-0,499987229;-0,46391657;2,45E-10;-4,92E-10
07h35m46s,86m;6,4006E-07;1,44745E-07;-0,499987229;0,147280708;2,155E-09;-1,949E-09;6,34643E-07;2,22335E-07;-0,487963676;0,13325323;1,616E-09;-1,779E-09;1,03528E-06;2,35032E-07;-0,499987229;0,15529641;3,352E-09;-3,2E-09;2,85926E-06;8,83847E-07;-0,499987229;0,167319963;9,374E-09;-7,647E-09;2,85264E-06;8,82764E-07;-0,499987229;0,167319963;9,353E-09;-7,589E-09;1,26386E-06;3,45385E-07;-0,499987229;0,165316038;3,938E-09;-3,727E-09;1,258E-06;3,38995E-07;-0,499987229;0,187359218;4,506E-09;-3,827E-09;2,85005E-06;9,56037E-07;-0,499987229;0,117221826;8,796E-09;-7,781E-09;1,88289E-06;4,06272E-07;-0,499987229;0,15529641;7,335E-09;-5,524E-09;8,69955E-07;2,72004E-07;-0,499987229;0,153292485;3,294E-09;-2,285E-09;2,3473E-08;3,914E-09;-0,499987229;-0,46391657;5,06E-10;-2,574E-09;1,25533E-06;3,48298E-07;-0,499987229;0,129245379;4,065E-09;-3,934E-09;1,2777E-08;1,0596E-08;0,499971597;-0,471932272;2,83E-10;-2,23E-10;2,0515E-06;7,93816E-07;-0,499987229;0,123233602;5,927E-09;-5,263E-09;5,47063E-07;1,15244E-07;-0,499987229;0,153292485;1,916E-09;-1,783E-09;1,2282E-08;1,0203E-08;0,47191664;-0,499987229;2,9E-10;-1,71E-10;1,2602E-08;1,0718E-08;0,371720365;-0,427845911;1,88E-10;-2,68E-10;2,2751E-08;-2,487E-09;0,463900938;0,499971597;2,535E-09;-3,345E-09;1,2055E-08;9,69E-09;-0,02706081;-0,499987229;3,5E-11;-2,42E-10;1,3751E-08;1,0117E-08;-0,499987229;-0,465920495;1,28E-10;-5,04E-10
07h35m54s,11m;6,39227E-07;1,45766E-07;-0,499987229;0,15529641;2,341E-09;-1,912E-09;6,33935E-07;2,23456E-07;-0,483955825;0,137261081;1,666E-09;-1,797E-09;1,03851E-06;2,34698E-07;-0,499987229;0,151288559;3,4E-09;-3,191E-09;2,87527E-06;8,84362E-07;-0,499987229;0,167319963;9,46E-09;-7,591E-09;2,86183E-06;8,82441E-07;-0,499987229;0,169323889;9,411E-09;-7,598E-09;1,26425E-06;3,4331E-07;-0,499987229;0,165316038;3,939E-09;-3,708E-09;1,2611E-06;3,38565E-07;-0,499987229;0,187359218;4,451E-09;-3,84E-09;2,8582E-06;9,55289E-07;-0,499987229;0,117221826;8,783E-09;-7,843E-09;1,88568E-06;4,06572E-07;-0,499987229;0,153292485;7,231E-09;-5,619E-09;8,65901E-07;2,72412E-07;-0,499987229;0,15529641;3,367E-09;-2,343E-09;2,6165E-08;1,88E-09;0,499971597;-0,489967601;2,622E-09;-5,66E-10;1,26382E-06;3,48651E-07;-0,499987229;0,131249304;4,903E-09;-4,052E-09;1,2423E-08;1,0782E-08;0,499971597;-0,499987229;1,64E-10;-3E-11;2,04323E-06;7,93991E-07;-0,499987229;0,123233602;5,72E-09;-5,345E-09;5,53449E-07;1,17002E-07;-0,499987229;0,153292485;1,716E-09;-1,755E-09;1,2285E-08;9,903E-09;0,07513939;0,499971597;1,8E-11;-2,14E-10;1,3084E-08;1,0395E-08;-0,499987229;-0,465920495;7,7E-11;-3,67E-10;2,2825E-08;2,876E-09;0,499971597;-0,473936197;2,491E-09;-1,942E-09;1,3302E-08;7,612E-09;0,499971597;-0,499987229;2,23E-10;-3,4E-11;1,2479E-08;8,091E-09;0,491955895;-0,499987229;5,38E-10;-6,5E-11
07h36m01s,42m;6,37631E-07;1,46184E-07;-0,499987229;0,157300336;2,525E-09;-1,919E-09;6,40562E-07;2,23713E-07;-0,479947974;0,139265006;1,772E-09;-1,782E-09;1,02864E-06;2,35109E-07;-0,499987229;0,153292485;3,333E-09;-3,227E-09;2,87714E-06;8,8448E-07;-0,499987229;0,165316038;9,488E-09;-7,623E-09;2,87059E-06;8,84278E-07;-0,499987229;0,169323889;9,445E-09;-7,629E-09;1,26578E-06;3,45179E-07;-0,499987229;0,165316038;3,882E-09;-3,676E-09;1,26395E-06;3,37129E-07;-0,499987229;0,185355293;4,539E-09;-3,841E-09;2,85073E-06;9,554E-07;-0,499987229;0,117221826;8,804E-09;-7,773E-09;1,88453E-06;4,04052E-07;-0,499987229;0,15529641;7,299E-09;-5,594E-09;8,66949E-07;2,71396E-07;-0,499987229;0,149284634;3,417E-09;-2,276E-09;2,0096E-08;-1,654E-09;0,461897012;0,499971597;6,75E-10;-2,608E-09;1,26306E-06;3,45421E-07;-0,499987229;0,129245379;4,068E-09;-4,063E-09;1,3704E-08;1,0224E-08;-0,499987229;-0,465920495;1,95E-10;-4,85E-10;2,05413E-06;7,93238E-07;-0,499987229;0,123233602;5,931E-09;-5,306E-09;5,51022E-07;1,15193E-07;-0,499987229;0,157300336;1,789E-09;-1,791E-09;1,2926E-08;1,0147E-08;0,499971597;-0,499987229;2,72E-10;-4,6E-11;1,2224E-08;9,873E-09;0,477928416;-0,499987229;2,73E-10;-9,3E-11;2,3277E-08;-9,5E-09;0,467908789;-0,499987229;3,956E-09;-2,764E-09;1,2622E-08;7,794E-09;0,463900938;-0,499987229;2,93E-10;-4,56E-10;1,425E-08;1,0154E-08;-0,499987229;-0,46391657;6,2E-11;-5,29E-10
07h36m08s,60m;6,40354E-07;1,45817E-07;-0,499987229;0,151288559;2,16E-09;-1,934E-09;6,44687E-07;2,23191E-07;-0,499987229;0,137261081;1,649E-09;-1,803E-09;1,04487E-06;2,34913E-07;-0,499987229;0,157300336;3,377E-09;-3,257E-09;2,86169E-06;8,82477E-07;-0,499987229;0,169323889;9,423E-09;-7,64E-09;2,8564E-06;8,81963E-07;-0,499987229;0,169323889;9,397E-09;-7,606E-09;1,26653E-06;3,45141E-07;-0,499987229;0,165316038;3,941E-09;-3,764E-09;1,26002E-06;3,377E-07;-0,499987229;0,187359218;4,414E-09;-3,846E-09;2,85456E-06;9,53496E-07;-0,499987229;0,119225751;8,743E-09;-7,743E-09;1,89113E-06;4,06047E-07;-0,499987229;0,157300336;7,333E-09;-5,645E-09;8,70046E-07;2,71091E-07;-0,499987229;0,157300336;3,315E-09;-2,423E-09;2,2106E-08;-2,84E-10;0,423822428;-0,469928346;2,411E-09;-3,217E-09;1,26154E-06;3,46765E-07;-0,499987229;0,13325323;3,996E-09;-4,098E-09;1,3537E-08;1,0753E-08;0,499971597;-0,499987229;2,66E-10;-2,9E-11;2,05778E-06;7,94577E-07;-0,499987229;0,125237528;5,966E-09;-5,188E-09;5,4944E-07;1,13946E-07;-0,499987229;0,159304261;1,797E-09;-1,753E-09;1,3557E-08;1,0206E-08;0,499971597;-0,499987229;1,28E-10;-3,3E-11;1,31E-08;9,523E-09;0,499971597;-0,499987229;3,84E-10;-4,9E-11;3,1615E-08;-2,4275E-08;0,499971597;-0,499987229;4,421E-09;-2,28E-10;1,2724E-08;5,843E-09;0,485944118;-0,499987229;4,57E-10;-7,9E-11;1,3368E-08;9,243E-09;0,467908789;0,499971597;5,53E-10;-6,41E-10
07h36m15s,76m;6,41707E-07;1,44774E-07;-0,499987229;0,161308187;2,605E-09;-1,897E-09;6,43934E-07;2,23853E-07;-0,483955825;0,141268932;1,841E-09;-1,812E-09;1,03715E-06;2,35537E-07;-0,499987229;0,153292485;3,38E-09;-3,254E-09;2,87882E-06;8,84333E-07;-0,499987229;0,167319963;9,492E-09;-7,627E-09;2,87383E-06;8,82195E-07;-0,499987229;0,171327814;9,441E-09;-7,617E-09;1,26985E-06;3,42703E-07;-0,499987229;0,167319963;3,947E-09;-3,684E-09;1,26408E-06;3,37932E-07;-0,499987229;0,189363144;4,579E-09;-3,821E-09;2,86949E-06;9,52934E-07;-0,499987229;0,119225751;8,815E-09;-7,823E-09;1,88676E-06;4,05232E-07;-0,499987229;0,15529641;7,41E-09;-5,59E-09;8,7009E-07;2,72362E-07;-0,499987229;0,157300336;3,336E-09;-2,354E-09;2,2599E-08;4,622E-09;-0,499987229;-0,46391657;3E-10;-2,33E-09;1,26735E-06;3,47668E-07;-0,499987229;0,13325323;4,123E-09;-4,112E-09;1,223E-08;1,0448E-08;0,499971597;-0,375743848;1,86E-10;-2,52E-10;2,06642E-06;7,94723E-07;-0,499987229;0,125237528;6,051E-09;-5,262E-09;5,59527E-07;1,13113E-07;-0,499987229;0,157300336;1,755E-09;-1,752E-09;1,233E-08;1,0571E-08;0,483940193;-0,42383806;2,19E-10;-7,8E-11;1,2238E-08;1,0776E-08;0,473920565;-0,425841985;2,45E-10;-1,6E-10;2,2683E-08;-1,604E-09;0,463900938;0,499971597;2,08E-09;-3,239E-09;1,1775E-08;8,429E-09;0,427830279;-0,467924421;4,8E-11;-1,23E-10;1,3768E-08;9,696E-09;-0,499987229;-0,467924421;3,84E-10;-6,02E-10
07h36m23s,07m;6,41312E-07;1,4552E-07;-0,499987229;0,159304261;2,194E-09;-1,939E-09;6,46245E-07;2,2427E-07;-0,48595975;0,145276783;2,116E-09;-1,821E-09;1,03371E-06;2,34256E-07;-0,499987229;0,157300336;3,401E-09;-3,201E-09;2,88524E-06;8,8567E-07;-0,499987229;0,169323889;9,477E-09;-7,668E-09;2,87679E-06;8,82354E-07;-0,499987229;0,171327814;9,445E-09;-7,588E-09;1,26714E-06;3,44425E-07;-0,499987229;0,167319963;3,969E-09;-3,668E-09;1,2644E-06;3,37858E-07;-0,499987229;0,187359218;4,506E-09;-3,839E-09;2,86011E-06;9,54332E-07;-0,499987229;0,119225751;8,804E-09;-7,87E-09;1,88436E-06;4,0306E-07;-0,499987229;0,157300336;7,3E-09;-5,683E-09;8,65947E-07;2,69425E-07;-0,499987229;0,151288559;3,292E-09;-2,335E-09;1,9325E-08;7,04E-09;-0,025056885;-0,46391657;2,08E-10;-1,146E-09;1,26876E-06;3,46274E-07;-0,499987229;0,129245379;4,122E-09;-4,121E-09;1,3257E-08;9,548E-09;0,499971597;-0,499987229;2,69E-10;-2,6E-11;2,05809E-06;7,93452E-07;-0,499987229;0,125237528;6,155E-09;-5,136E-09;5,547E-07;1,147E-07;-0,499987229;0,153292485;1,977E-09;-1,741E-09;1,2199E-08;1,0637E-08;-0,469928346;-0,223445509;2,28E-10;-1,18E-10;1,2525E-08;1,0412E-08;0,467908789;0,499971597;1,34E-10;-3,29E-10;2,2257E-08;-2,113E-09;0,463900938;0,499971597;2,368E-09;-3,165E-09;1,223E-08;7,088E-09;0,427830279;-0,469928346;1,14E-10;-3,53E-10;1,2679E-08;9,558E-09;0,421818502;-0,469928346;3,72E-10;-4,93E-10
07h36m30s,38m;6,40491E-07;1,4575E-07;-0,499987229;0,151288559;2,141E-09;-1,917E-09;6,45054E-07;2,24485E-07;-0,489967601;0,143272857;1,97E-09;-1,789E-09;1,03775E-06;2,33336E-07;-0,499987229;0,159304261;3,358E-09;-3,142E-09;2,88898E-06;8,8325E-07;-0,499987229;0,169323889;9,429E-09;-7,638E-09;2,88539E-06;8,82534E-07;-0,499987229;0,171327814;9,447E-09;-7,543E-09;1,26872E-06;3,45441E-07;-0,499987229;0,167319963;3,88E-09;-3,656E-09;1,25892E-06;3,37228E-07;-0,499987229;0,187359218;4,537E-09;-3,856E-09;2,86569E-06;9,54181E-07;-0,499987229;0,119225751;8,875E-09;-7,835E-09;1,88404E-06;4,02298E-07;-0,499987229;0,157300336;7,356E-09;-5,599E-09;8,66103E-07;2,70077E-07;-0,499987229;0,153292485;3,302E-09;-2,42E-09;1,9001E-08;3,446E-09;0,07513939;0,499971597;2,12E-10;-1,244E-09;1,27298E-06;3,45675E-07;-0,499987229;0,131249304;4,332E-09;-4,072E-09;1,2555E-08;1,0578E-08;0,499971597;-0,499987229;2,27E-10;-4,9E-11;2,06459E-06;7,95188E-07;-0,499987229;0,125237528;6,039E-09;-5,266E-09;5,49682E-07;1,15998E-07;-0,499987229;0,159304261;1,881E-09;-1,763E-09;1,2287E-08;1,0631E-08;0,463900938;0,499971597;2,16E-10;-2,19E-10;1,2932E-08;1,0527E-08;-0,499987229;-0,465920495;1,59E-10;-3,43E-10;2,6381E-08;-1,233E-09;0,499971597;-0,499987229;2,361E-09;-4,16E-10;1,2883E-08;5,408E-09;0,47191664;-0,499987229;3,74E-10;-2,66E-10;1,2598E-08;9,201E-09;0,175335665;0,499971597;1,41E-10;-4,35E-10
07h36m37s,66m;6,40258E-07;1,44008E-07;-0,499987229;0,159304261;2,388E-09;-1,936E-09;6,49166E-07;2,22492E-07;-0,48595975;0,143272857;2,096E-09;-1,815E-09;1,03625E-06;2,33569E-07;-0,499987229;0,157300336;3,361E-09;-3,246E-09;2,89313E-06;8,81435E-07;-0,499987229;0,169323889;9,506E-09;-7,678E-09;2,87977E-06;8,81881E-07;-0,499987229;0,171327814;9,431E-09;-7,608E-09;1,27277E-06;3,43893E-07;-0,499987229;0,167319963;3,859E-09;-3,648E-09;1,26206E-06;3,37915E-07;-0,499987229;0,189363144;4,461E-09;-3,872E-09;2,86869E-06;9,52871E-07;-0,499987229;0,119225751;8,786E-09;-7,853E-09;1,88038E-06;4,02675E-07;-0,499987229;0,159304261;7,29E-09;-5,553E-09;8,679E-07;2,69223E-07;-0,499987229;0,159304261;3,416E-09;-2,355E-09;2,2906E-08;-1E-10;0,465904863;0,499971597;2,409E-09;-3,246E-09;1,26894E-06;3,48014E-07;-0,499987229;0,131249304;4,045E-09;-4,142E-09;1,2916E-08;1,0953E-08;-0,499987229;-0,075155022;3,6E-11;-2,25E-10;2,06856E-06;7,92955E-07;-0,499987229;0,125237528;5,532E-09;-5,306E-09;5,54967E-07;1,14873E-07;-0,499987229;0,159304261;2,171E-09;-1,78E-09;1,2426E-08;1,0589E-08;0,499971597;-0,499987229;1,55E-10;-3,4E-11;1,3188E-08;9,773E-09;0,499971597;-0,499987229;2,02E-10;-2,4E-11;2,8816E-08;-9,813E-09;0,499971597;-0,499987229;2,074E-09;-1,97E-10;1,369E-08;5,087E-09;0,499971597;-0,499987229;4,47E-10;-2,8E-11;1,2803E-08;9,759E-09;0,469912714;-0,499987229;4,1E-10;-4,31E-10
07h36m44s,95m;6,44196E-07;1,45243E-07;-0,499987229;0,157300336;2,096E-09;-1,9E-09;6,53581E-07;2,24149E-07;-0,491971527;0,147280708;2,086E-09;-1,83E-09;1,0406E-06;2,34661E-07;-0,499987229;0,157300336;3,37E-09;-3,234E-09;2,89084E-06;8,8289E-07;-0,499987229;0,169323889;9,455E-09;-7,678E-09;2,89109E-06;8,81314E-07;-0,499987229;0,171327814;9,51E-09;-7,607E-09;1,27156E-06;3,43582E-07;-0,499987229;0,167319963;3,909E-09;-3,66E-09;1,26352E-06;3,39441E-07;-0,499987229;0,187359218;4,447E-09;-3,828E-09;2,86597E-06;9,52056E-07;-0,499987229;0,121229677;8,831E-09;-7,815E-09;1,89088E-06;4,05054E-07;-0,499987229;0,159304261;7,304E-09;-5,593E-09;8,72626E-07;2,70461E-07;-0,499987229;0,157300336;3,369E-09;-2,297E-09;1,939E-08;3,97E-10;0,07513939;0,499971597;2,36E-10;-2,012E-09;1,28264E-06;3,48527E-07;-0,499987229;0,129245379;4,116E-09;-4,029E-09;1,3027E-08;9,934E-09;0,499971597;-0,499987229;2,11E-10;-3,9E-11;2,07283E-06;7,96168E-07;-0,499987229;0,127241453;6,456E-09;-5,27E-09;5,58619E-07;1,15106E-07;-0,499987229;0,157300336;1,784E-09;-1,83E-09;1,285E-08;1,0583E-08;0,467908789;-0,425841985;1,8E-10;-3,39E-10;1,2463E-08;1,0481E-08;0,467908789;-0,499987229;2,9E-10;-2,48E-10;2,3611E-08;-3,192E-09;0,465904863;-0,499987229;3,013E-09;-3,33E-09;1,2451E-08;6,485E-09;0,459893087;-0,499987229;9,2E-11;-2,75E-10;1,2795E-08;1,0193E-08;-0,499987229;0,499971597;3,8E-11;-1,58E-10
